id,place,count_review,avg_review,돈,쇼핑,시장,"싸다, 저렴하다",비싸다,먹다,"음식, 식사",상품,구매,가격,호텔,박물관,전시관,관광지,유적지,미술관,역사,유익하다,문화,궁전,전쟁,활동,놀이공원,게임,친구,커플,재미,아쿠아리움,엔터테인먼트,아이,가족,경기,힐링,공원,휴식,풍경,자연,전망대,산책,분수,여유,나들이,공연,콘서트,이벤트,영화,예술,미술,강좌,요리,공예,체험
1748,골든블루마리나 - 서초지점,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1749,hanbokdan,1,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,더 텐트,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,고운솔한복대여 북촌점,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,한강시민공원 광나루수영장,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1755,나들길,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1756,Happy Day Gym,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,탐라랜드,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,엔비다이버스,8,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,오미 요리연구소,133,4.947368421,4,6,110,3,1,39,124,1,10,5,3,0,0,6,0,0,2,14,21,0,0,3,0,0,63,1,56,0,0,4,10,0,0,0,5,0,0,0,3,0,1,0,1,0,1,0,0,0,175,295,0,8
1832,쿡코리언,127,4.992125984,0,6,98,2,0,36,125,3,7,1,1,0,0,2,0,0,5,13,20,0,0,1,0,0,19,0,39,0,0,8,5,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,173,208,0,10
1833,익스클루시브 투어 코리아 - 프라이빗 당일 투어,152,4.986842105,2,18,4,5,4,32,64,2,2,9,19,0,1,30,1,0,15,6,16,5,1,5,0,0,41,2,14,0,0,21,43,1,0,3,6,4,3,1,1,0,1,0,0,0,0,0,0,0,3,3,0,3
1834,Hello K Cooking Class,9,4.888888889,0,0,6,0,0,1,15,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,1
1835,젠김치 코리안 푸드 투어,123,4.837398374,3,0,4,1,0,54,116,3,0,4,1,1,0,20,2,0,65,11,26,3,1,2,0,1,30,1,43,0,1,1,5,0,0,2,2,2,2,0,5,0,0,0,0,0,1,1,0,0,1,2,0,4
1836,케이 쿠킹클래스,60,5,1,2,43,1,0,18,69,1,6,4,3,0,0,6,0,0,7,5,20,1,0,2,0,0,10,0,26,0,0,2,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,97,147,0,0
1837,자넷 쿠킹스튜디오 & 서울 푸드 투어,111,5,1,6,113,0,0,43,210,3,3,1,1,0,1,10,0,0,20,10,34,1,0,2,0,0,19,0,23,0,0,5,7,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,75,170,0,3
1838,푸드 앤 컬쳐 아카데미,89,4.95505618,1,0,0,2,0,19,72,1,0,2,1,0,0,3,0,0,5,8,11,5,0,3,0,0,14,0,39,0,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,72,147,0,0
1839,더 리얼 서울,49,5,0,0,0,0,0,29,62,1,0,0,3,0,0,4,0,0,3,1,5,0,0,0,0,0,19,0,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
1840,정이의 쿠킹 클라스,43,4.976744186,0,1,24,0,0,15,48,0,1,1,1,0,0,0,0,0,0,1,3,0,0,3,0,0,7,0,13,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,107,0,0
1841,온고 푸드 커뮤니케이션즈,392,4.864795918,17,11,118,16,13,217,765,6,7,16,17,0,0,36,0,0,26,44,84,3,0,10,0,30,38,2,123,0,2,7,18,1,0,1,4,2,0,0,3,0,1,1,1,0,6,0,2,0,326,491,0,9
1842,서울헌터즈,54,4.888888889,1,2,22,0,0,22,89,2,1,1,1,0,0,6,0,0,11,5,16,0,0,1,0,4,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,2
1843,itseoulgood,3,5,0,0,2,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1844,서울 푸드 투어 - 당일 투어,57,4.929824561,3,0,0,2,2,26,167,0,1,1,1,0,0,8,0,0,10,2,21,1,0,0,0,6,13,1,17,0,0,4,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,13,0,3
1845,딜렉터블 트래블스,44,4.954545455,0,0,19,0,0,26,119,0,3,1,1,0,0,12,0,0,3,2,17,1,0,0,0,0,17,0,5,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
1846,아이러브한식,33,5,0,0,3,1,0,15,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,16,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,37,54,0,6
1847,Withlocals.com Private Tours in Seoul,5,5,0,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1848,투데이즈 프렌드,30,4.833333333,1,2,9,0,0,11,20,1,1,1,0,2,1,7,0,2,5,3,6,6,0,0,0,0,13,0,5,0,0,0,0,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,3,0,0
1849,Korean Tour Guide,40,4.8,2,1,7,2,0,8,12,1,0,1,5,1,0,4,1,0,12,2,11,2,0,1,0,0,9,1,7,0,0,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1850,가스트로 투어 서울,13,5,0,0,1,0,0,0,35,0,0,0,0,0,0,4,0,0,5,2,3,1,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
1851,마이 서울 트립,28,4.964285714,0,5,4,0,0,4,11,0,0,1,2,1,0,12,0,0,6,0,3,6,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1852,유진의 키친,22,5,1,1,10,0,0,3,34,1,2,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,27,39,0,0
1853,사계절 쿠킹 클래스,24,4.958333333,0,0,2,0,0,9,34,0,0,0,1,0,0,1,0,0,2,4,7,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,40,70,0,2
1854,더 술 컴파니 - 한국 술 투어,15,4.866666667,1,0,0,0,0,8,14,2,0,1,0,0,0,3,0,0,4,2,2,0,0,0,0,0,3,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
1855,씨크릿 푸드 투어 서울,6,5,0,0,8,0,0,3,19,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1856,익사이팅 코리아 - 프라이빗 당일 투어,20,4.9,0,0,0,3,1,1,6,1,0,2,2,2,0,5,0,0,6,2,4,2,2,0,0,0,3,0,5,0,0,3,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1857,소반 코리안 쿠킹클래스,13,4.923076923,0,0,13,0,0,6,10,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0
1858,서울 어반 애드벤처즈,8,4.875,0,0,1,0,0,1,5,0,0,1,0,2,0,3,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,한국의 집,7,4.714285714,1,0,0,0,0,4,11,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0
1861,Sunny's Dining,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
1862,Jay Choi,5,5,0,0,7,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1863,전통주갤러리,8,4.5,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1864,서울 김치 체험관,16,4,1,1,0,1,2,0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,11,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,2
1865,더 소울 오브 서울 투어,7,4.714285714,0,0,3,0,0,4,7,0,0,1,0,0,0,4,0,0,1,0,2,0,0,3,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1866,맷오흐께,6,4.666666667,0,0,0,2,0,3,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0
1867,베톤부르트 : 콘크리트바,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,광장 시장 푸드 투어,4,4.5,0,1,9,2,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1869,바인웍스,5,5,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1870,DELISH KOREA,5,5,0,0,1,1,0,2,14,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1871,한국사찰음식문화체험관,6,4.5,0,0,0,1,0,2,14,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5
1872,Traveling Spoon,3,5,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1874,플레이플래닛,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,여행친구유유,3,5,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,K팬 투어,3,3.666666667,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,배추투어,3,5,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,스피크이지,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,서울 전통 문화 체험관,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1883,더 모먼트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,foodieon,1,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1885,위드램,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,와이낫,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,SG Entertainment,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,한솔요리학원 - 종로3가점,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1934,서울 펍 크롤,116,4.905172414,6,0,0,4,0,4,0,0,2,9,4,0,0,2,0,0,0,0,4,0,0,3,0,0,47,0,38,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,1
1935,앱솔루트 서울 펍 크롤,46,4.891304348,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,3,0,3,24,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,GSM테라스,49,4.775510204,2,0,1,4,3,4,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
1937,우드스탁,25,4.72,1,0,0,1,0,7,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1938,올댓재즈,27,4.37037037,1,0,0,3,3,2,13,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0
1939,믹스 & 몰트,19,4.947368421,2,0,0,1,0,6,27,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1940,르챔버,22,4.318181818,0,0,0,6,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,오케이 퐁퐁,23,4.913043478,1,0,0,4,0,9,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,골목바이닐앤펍,7,4.142857143,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,번,17,4.117647059,2,0,0,4,4,3,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1944,소프 서울,9,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1945,레솔베르 시가샵 & 시가라운지,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,마익스 케빈,16,4.125,1,0,0,4,1,2,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1947,클라시코,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,더연카페 & 바,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,엔비투,9,3.555555556,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1950,클럽 베라,5,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,로드,5,4.6,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,bar Cham,3,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1953,파우스트 탄즈바,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1954,옐로우자켓 뮤직바,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1955,더블에잇,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,레인보우,5,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1957,커피 방앗간,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,클럽 보니따 서울,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,오아시스,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,부기우기,3,4.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1962,마미블루,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1963,De La Mano,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,클럽 에프에프,2,4.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1965,마콘도,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,메이드인퐁당,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,제이앤제이슨,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1968,클럽 플렉스,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,락휴코인노래연습장 건대점,3,3.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,보바베어,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,더 소울 바이 제스,2,3.5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,After Dark,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1976,박스스튜디오,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,와이낫,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,헐리우드 그릴,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,클럽 앤써,3,4.666666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Bar 31B,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,마익스케빈신촌,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,클럽 디스타,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,몽키비치 서울,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Minglecup,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,더 방갈로,8,3,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1987,라 끌레,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,찰스 에이치.,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
