id,place,tag_list,count,avg_score,first_tag,second_tag,third_tag,fourth_tag,fifth_tag
1841,온고 푸드 커뮤니케이션즈,"['음식, 식사', '요리', '강좌', '먹다', '재미', '시장', '문화']",392,4.864795918,"음식, 식사",요리,강좌,먹다,먹다
1842,서울헌터즈,"['음식, 식사', '시장', '먹다', '문화', '역사', '재미', '요리']",54,4.8888888889999995,"음식, 식사",시장,먹다,문화,문화
1843,itseoulgood,"['음식, 식사', '시장', '먹다', '요리', '아이', '유익하다', '가격']",3,5.0,"음식, 식사",시장,먹다,요리,요리
1844,서울 푸드 투어 - 당일 투어,"['음식, 식사', '먹다', '문화', '재미', '요리', '친구', '역사']",57,4.929824561,"음식, 식사",먹다,문화,재미,재미
1845,딜렉터블 트래블스,"['음식, 식사', '먹다', '시장', '친구', '문화', '관광지', '가족']",44,4.954545455,"음식, 식사",먹다,시장,친구,친구
1846,아이러브한식,"['요리', '강좌', '음식, 식사', '친구', '재미', '먹다', '체험']",33,5.0,요리,강좌,"음식, 식사",친구,친구
1847,Withlocals.com Private Tours in Seoul,"['음식, 식사', '역사', '문화', '먹다', '시장', '요리', '상품']",5,5.0,"음식, 식사",역사,문화,먹다,먹다
1848,투데이즈 프렌드,"['음식, 식사', '친구', '먹다', '시장', '관광지', '문화', '궁전']",30,4.833333333,"음식, 식사",친구,먹다,시장,시장
1849,Korean Tour Guide,"['음식, 식사', '역사', '문화', '친구', '먹다', '재미', '시장']",40,4.8,"음식, 식사",역사,문화,친구,친구
1850,가스트로 투어 서울,"['음식, 식사', '친구', '요리', '역사', '관광지', '문화', '재미']",13,5.0,"음식, 식사",친구,요리,역사,역사
1851,마이 서울 트립,"['관광지', '음식, 식사', '역사', '궁전', '가족', '쇼핑', '시장']",28,4.964285714,관광지,"음식, 식사",역사,궁전,궁전
1852,유진의 키친,"['요리', '음식, 식사', '강좌', '시장', '재미', '친구', '문화']",22,5.0,요리,"음식, 식사",강좌,시장,시장
1853,사계절 쿠킹 클래스,"['요리', '강좌', '음식, 식사', '먹다', '문화', '재미', '친구']",24,4.958333333,요리,강좌,"음식, 식사",먹다,먹다
1854,더 술 컴파니 - 한국 술 투어,"['음식, 식사', '재미', '먹다', '역사', '관광지', '친구', '이벤트']",15,4.866666667,"음식, 식사",재미,먹다,역사,역사
1855,씨크릿 푸드 투어 서울,"['음식, 식사', '시장', '먹다', '역사', '산책', '문화', '재미']",6,5.0,"음식, 식사",시장,먹다,역사,역사
1856,익사이팅 코리아 - 프라이빗 당일 투어,"['가족', '역사', '음식, 식사', '관광지', '재미', '문화', '싸다, 저렴하다']",20,4.9,가족,역사,"음식, 식사",관광지,관광지
1857,소반 코리안 쿠킹클래스,"['요리', '강좌', '시장', '음식, 식사', '먹다', '재미', '문화']",13,4.923076923,요리,강좌,시장,"음식, 식사","음식, 식사"
1858,서울 어반 애드벤처즈,"['음식, 식사', '역사', '관광지', '박물관', '가격', '산책', '시장']",8,4.875,"음식, 식사",역사,관광지,박물관,박물관
1859,한국의 집,"['음식, 식사', '먹다', '재미', '문화', '공연', '예술', '요리']",7,4.714285714,"음식, 식사",먹다,재미,문화,문화
1861,Sunny's Dining,"['요리', '재미', '강좌', '휴식', '문화']",3,5.0,요리,재미,강좌,휴식,휴식
1862,Jay Choi,"['음식, 식사', '시장', '먹다', '요리', '역사', '문화', '친구']",5,5.0,"음식, 식사",시장,먹다,요리,요리
1863,전통주갤러리,"['재미', '친구', '역사', '강좌', '구매', '가족', '관광지']",8,4.5,재미,친구,역사,강좌,강좌
1864,서울 김치 체험관,"['강좌', '재미', '요리', '가족', '음식, 식사', '관광지', '체험']",16,4.0,강좌,재미,요리,가족,가족
1865,더 소울 오브 서울 투어,"['음식, 식사', '먹다', '관광지', '재미', '시장', '활동', '문화']",7,4.714285714,"음식, 식사",먹다,관광지,재미,재미
1866,맷오흐께,"['요리', '강좌', '친구', '음식, 식사', '먹다', '가격', '문화']",6,4.666666667,요리,강좌,친구,"음식, 식사","음식, 식사"
1867,베톤부르트 : 콘크리트바,"['친구', '아이', '음식, 식사']",6,5.0,친구,아이,"음식, 식사",Nan,Nan
1868,광장 시장 푸드 투어,"['시장', '음식, 식사', '먹다', '싸다, 저렴하다', '재미', '역사', '쇼핑']",4,4.5,시장,"음식, 식사",먹다,"싸다, 저렴하다","싸다, 저렴하다"
1869,바인웍스,"['음식, 식사', '친구', '가격', '이벤트', '먹다', '문화']",5,5.0,"음식, 식사",친구,가격,이벤트,이벤트
1870,DELISH KOREA,"['음식, 식사', '요리', '역사', '친구', '문화', '먹다', '자연']",5,5.0,"음식, 식사",요리,역사,친구,친구
1871,한국사찰음식문화체험관,"['음식, 식사', '체험', '요리', '가족', '문화', '전시관', '자연']",6,4.5,"음식, 식사",체험,요리,가족,가족
1872,Traveling Spoon,"['음식, 식사', '요리', '먹다', '친구', '가족', '경기', '비싸다']",3,5.0,"음식, 식사",요리,먹다,친구,친구
1874,플레이플래닛,"['가족', '가격', '문화', '역사']",3,5.0,가족,가격,문화,역사,역사
1875,여행친구유유,"['음식, 식사', '친구', '관광지', '먹다', '문화']",3,5.0,"음식, 식사",친구,관광지,먹다,먹다
1876,K팬 투어,"['먹다', '재미']",3,3.666666667,먹다,재미,Nan,Nan,Nan
1878,배추투어,"['음식, 식사', '가족', '친구', '궁전', '역사', '쇼핑', '게임']",3,5.0,"음식, 식사",가족,친구,궁전,궁전
1879,스피크이지,['휴식'],1,5.0,휴식,Nan,Nan,Nan,Nan
1880,서울 전통 문화 체험관,"['체험', '궁전', '문화']",1,5.0,체험,궁전,문화,Nan,Nan
1883,더 모먼트,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1884,foodieon,"['음식, 식사', '재미', '요리', '먹다']",1,5.0,"음식, 식사",재미,요리,먹다,먹다
1885,위드램,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1887,와이낫,"['싸다, 저렴하다', '가격']",1,4.0,"싸다, 저렴하다",가격,Nan,Nan,Nan
1888,SG Entertainment,"['재미', '휴식']",1,4.0,재미,휴식,Nan,Nan,Nan
1891,한솔요리학원 - 종로3가점,"['요리', '강좌', '재미', '먹다']",1,5.0,요리,강좌,재미,먹다,먹다
1934,서울 펍 크롤,"['친구', '재미', '이벤트', '가격', '돈', '먹다', '문화']",116,4.905172414,친구,재미,이벤트,가격,가격
1935,앱솔루트 서울 펍 크롤,"['친구', '재미', '문화', '게임', '활동', '가격', '싸다, 저렴하다']",46,4.891304348,친구,재미,문화,게임,게임
1936,GSM테라스,"['친구', '강좌', '재미', '싸다, 저렴하다', '먹다', '문화', '비싸다']",49,4.775510204,친구,강좌,재미,"싸다, 저렴하다","싸다, 저렴하다"
1937,우드스탁,"['먹다', '휴식', '재미', '호텔', '친구', '음식, 식사', '강좌']",25,4.72,먹다,휴식,재미,호텔,호텔
1938,올댓재즈,"['음식, 식사', '공연', '가격', '호텔', '싸다, 저렴하다', '비싸다', '먹다']",27,4.37037037,"음식, 식사",공연,가격,호텔,호텔
1939,믹스 & 몰트,"['음식, 식사', '먹다', '가격', '아이', '휴식', '친구', '돈']",19,4.947368421,"음식, 식사",먹다,가격,아이,아이
1940,르챔버,"['싸다, 저렴하다', '가격', '비싸다', '먹다', '음식, 식사', '휴식', '친구']",22,4.318181818,"싸다, 저렴하다",가격,비싸다,먹다,먹다
1941,오케이 퐁퐁,"['친구', '먹다', '재미', '싸다, 저렴하다', '게임', '음식, 식사', '가격']",23,4.9130434780000005,친구,먹다,재미,"싸다, 저렴하다","싸다, 저렴하다"
1942,골목바이닐앤펍,"['싸다, 저렴하다', '음식, 식사', '가격']",7,4.1428571430000005,"싸다, 저렴하다","음식, 식사",가격,Nan,Nan
1943,번,"['가격', '휴식', '싸다, 저렴하다', '비싸다', '친구', '먹다', '돈']",17,4.117647058999999,가격,휴식,"싸다, 저렴하다",비싸다,비싸다
1944,소프 서울,"['재미', '친구', '영화', '휴식', '공연']",9,4.333333333,재미,친구,영화,휴식,휴식
1945,레솔베르 시가샵 & 시가라운지,"['휴식', '가격']",4,5.0,휴식,가격,Nan,Nan,Nan
1946,마익스 케빈,"['싸다, 저렴하다', '가격', '재미', '친구', '먹다', '관광지', '강좌']",16,4.125,"싸다, 저렴하다",가격,재미,친구,친구
1947,클라시코,"['친구', '먹다', '궁전']",3,5.0,친구,먹다,궁전,Nan,Nan
1948,더연카페 & 바,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1949,엔비투,"['돈', '친구', '재미', '싸다, 저렴하다', '가격', '활동', '콘서트']",9,3.5555555560000003,돈,친구,재미,"싸다, 저렴하다","싸다, 저렴하다"
1950,클럽 베라,['가격'],5,4.2,가격,Nan,Nan,Nan,Nan
1951,로드,"['음식, 식사', '먹다', '아이']",5,4.6,"음식, 식사",먹다,아이,Nan,Nan
1952,bar Cham,"['비싸다', '싸다, 저렴하다', '요리']",3,5.0,비싸다,"싸다, 저렴하다",요리,Nan,Nan
1953,파우스트 탄즈바,"['공연', '문화']",3,5.0,공연,문화,Nan,Nan,Nan
1954,옐로우자켓 뮤직바,"['친구', '휴식', '공연']",4,4.5,친구,휴식,공연,Nan,Nan
1955,더블에잇,"['친구', '휴식']",2,5.0,친구,휴식,Nan,Nan,Nan
1956,레인보우,"['돈', '먹다', '휴식', '공연']",5,4.4,돈,먹다,휴식,공연,공연
1957,커피 방앗간,"['음식, 식사']",1,5.0,"음식, 식사",Nan,Nan,Nan,Nan
1959,클럽 보니따 서울,[],2,4.0,Nan,Nan,Nan,Nan,Nan
1960,오아시스,['휴식'],2,5.0,휴식,Nan,Nan,Nan,Nan
1961,부기우기,"['공연', '친구', '먹다']",3,4.333333333,공연,친구,먹다,Nan,Nan
1962,마미블루,"['공연', '먹다']",2,5.0,공연,먹다,Nan,Nan,Nan
1963,De La Mano,[],2,5.0,Nan,Nan,Nan,Nan,Nan
1964,클럽 에프에프,"['가격', '콘서트']",2,4.5,가격,콘서트,Nan,Nan,Nan
1965,마콘도,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1966,메이드인퐁당,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1967,제이앤제이슨,"['체험', '공연']",2,5.0,체험,공연,Nan,Nan,Nan
1968,클럽 플렉스,['친구'],1,5.0,친구,Nan,Nan,Nan,Nan
1971,락휴코인노래연습장 건대점,"['싸다, 저렴하다', '친구']",3,3.666666667,"싸다, 저렴하다",친구,Nan,Nan,Nan
1972,보바베어,['호텔'],1,5.0,호텔,Nan,Nan,Nan,Nan
1973,더 소울 바이 제스,"['가격', '싸다, 저렴하다']",2,3.5,가격,"싸다, 저렴하다",Nan,Nan,Nan
1974,After Dark,"['싸다, 저렴하다', '비싸다', '예술']",1,5.0,"싸다, 저렴하다",비싸다,예술,Nan,Nan
1976,박스스튜디오,['상품'],1,5.0,상품,Nan,Nan,Nan,Nan
1977,와이낫,['친구'],1,5.0,친구,Nan,Nan,Nan,Nan
1978,헐리우드 그릴,"['싸다, 저렴하다', '음식, 식사', '가격']",1,4.0,"싸다, 저렴하다","음식, 식사",가격,Nan,Nan
1979,클럽 앤써,"['음식, 식사', '호텔']",3,4.666666667,"음식, 식사",호텔,Nan,Nan,Nan
1980,Bar 31B,"['음식, 식사']",1,5.0,"음식, 식사",Nan,Nan,Nan,Nan
1981,마익스케빈신촌,"['재미', '게임']",1,5.0,재미,게임,Nan,Nan,Nan
1982,클럽 디스타,['재미'],1,5.0,재미,Nan,Nan,Nan,Nan
1983,몽키비치 서울,[],1,5.0,Nan,Nan,Nan,Nan,Nan
1985,Minglecup,['재미'],1,4.0,재미,Nan,Nan,Nan,Nan
1986,더 방갈로,"['친구', '싸다, 저렴하다', '비싸다', '음식, 식사', '먹다', '이벤트', '자연']",8,3.0,친구,"싸다, 저렴하다",비싸다,"음식, 식사","음식, 식사"
1987,라 끌레,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1988,찰스 에이치.,[],1,4.0,Nan,Nan,Nan,Nan,Nan
1989,재즈잇업,"['친구', '가격', '유익하다']",1,4.0,친구,가격,유익하다,Nan,Nan
1990,바 마리오,"['친구', '음식, 식사']",2,5.0,친구,"음식, 식사",Nan,Nan,Nan
1991,카페 유후인,"['강좌', '음식, 식사', '휴식']",1,5.0,강좌,"음식, 식사",휴식,Nan,Nan
1992,Show Am 7,"['재미', '관광지']",1,5.0,재미,관광지,Nan,Nan,Nan
