id,place,tag_list,count,avg_score,first_tag,second_tag,third_tag,fourth_tag,fifth_tag
603,서대문 자연사 박물관,"['아이', '박물관', '자연', '전시관', '싸다, 저렴하다', '역사', '체험']",27,4.333333333,아이,박물관,자연,전시관,전시관
604,한양도성박물관,"['박물관', '역사', '전시관', '공원', '산책', '재미', '쇼핑']",16,4.375,박물관,역사,전시관,공원,공원
605,우표박물관,"['박물관', '재미', '역사', '전시관', '체험', '아이', '돈']",16,4.375,박물관,재미,역사,전시관,전시관
606,디뮤지엄,"['전시관', '음식, 식사', '미술관', '미술', '박물관', '재미', '비싸다']",23,4.2173913039999995,전시관,"음식, 식사",미술관,미술,미술
607,63 스카이 아트,"['예술', '전망대', '음식, 식사', '미술', '미술관', '전시관', '강좌']",30,3.9666666669999997,예술,전망대,"음식, 식사",미술,미술
608,놀이똥산,"['재미', '아이', '박물관', '가격', '활동', '싸다, 저렴하다', '공원']",29,4.137931034,재미,아이,박물관,가격,가격
609,뮤지엄김치간,"['박물관', '아이', '역사', '전시관', '재미', '음식, 식사', '먹다']",41,3.8048780489999996,박물관,아이,역사,전시관,전시관
610,국립중앙박물관 어린이박물관,"['아이', '박물관', '체험', '활동', '음식, 식사', '재미', '역사']",19,4.473684211,아이,박물관,체험,활동,활동
611,덕수궁 미술관,"['궁전', '미술', '미술관', '전시관', '박물관', '예술', '역사']",27,4.1111111110000005,궁전,미술,미술관,전시관,전시관
612,청계천 박물관,"['박물관', '역사', '힐링', '산책', '자연', '여유', '관광지']",10,4.7,박물관,역사,힐링,산책,산책
613,테지움 서울,"['박물관', '아이', '재미', '관광지', '전시관', '나들이', '자연']",13,4.076923077,박물관,아이,재미,관광지,관광지
614,절두산 순교 성지,"['역사', '박물관', '산책', '돈', '공원', '가족', '휴식']",23,4.304347826,역사,박물관,산책,돈,돈
615,서울상상나라,"['아이', '공원', '재미', '음식, 식사', '활동', '체험', '싸다, 저렴하다']",9,4.666666667,아이,공원,재미,"음식, 식사","음식, 식사"
616,부엉이 박물관,"['박물관', '재미', '예술', '쇼핑', '가족', '미술관', '전시관']",10,4.2,박물관,재미,예술,쇼핑,쇼핑
617,북촌 전망대,"['전망대', '음식, 식사', '산책', '관광지', '휴식', '쇼핑', '풍경']",24,3.75,전망대,"음식, 식사",산책,관광지,관광지
618,국기원,"['공연', '박물관', '아이', '역사', '음식, 식사', '관광지', '구매']",10,4.2,공연,박물관,아이,역사,역사
619,서울 미술관,"['미술관', '미술', '전시관', '휴식', '박물관', '돈', '여유']",13,4.384615385,미술관,미술,전시관,휴식,휴식
620,아모레퍼시픽미술관,"['미술관', '미술', '예술', '박물관', '전시관', '쇼핑', '음식, 식사']",7,4.571428571,미술관,미술,예술,박물관,박물관
621,안중근의사 기념관,"['전쟁', '산책', '미술', '힐링', '공원', '미술관']",5,5.0,전쟁,산책,미술,힐링,힐링
622,허준 박물관,"['박물관', '아이', '체험', '공원', '궁전', '역사', '유익하다']",7,4.285714286,박물관,아이,체험,공원,공원
623,아름다운 차박물관,"['박물관', '체험', '휴식', '쇼핑', '산책', '아이', '친구']",7,4.0,박물관,체험,휴식,쇼핑,쇼핑
624,한성 백제 박물관,"['공원', '박물관', '역사', '전시관', '아이', '재미', '산책']",9,4.1111111110000005,공원,박물관,역사,전시관,전시관
625,연세대학교 박물관,"['박물관', '문화', '돈', '상품', '산책', '나들이', '전시관']",6,4.5,박물관,문화,돈,상품,상품
626,국립민속박물관 어린이박물관,"['아이', '박물관', '체험', '전시관', '궁전', '여유', '음식, 식사']",14,4.1428571430000005,아이,박물관,체험,전시관,전시관
627,국립국악박물관,"['예술', '공연', '문화', '박물관', '체험', '궁전', '역사']",9,4.333333333,예술,공연,문화,박물관,박물관
628,서울 애니메이션 센터,"['아이', '재미', '박물관', '영화', '가족', '체험', '활동']",11,4.0,아이,재미,박물관,영화,영화
629,배재학당역사박물관,"['역사', '박물관', '전시관', '궁전', '미술관', '문화', '가족']",7,4.1428571430000005,역사,박물관,전시관,궁전,궁전
630,라뜰리에,"['재미', '싸다, 저렴하다', '구매', '전시관', '예술', '아이', '음식, 식사']",4,5.0,재미,"싸다, 저렴하다",구매,전시관,전시관
631,덕수궁미술관,"['박물관', '미술관', '궁전', '미술', '구매', '전시관', '예술']",4,4.5,박물관,미술관,궁전,미술,미술
632,암사동선사주거지 원시생활전시관,"['전시관', '아이', '유적지', '공원', '휴식', '박물관', '역사']",13,3.461538462,전시관,아이,유적지,공원,공원
633,윤동주 문학관,"['박물관', '전시관', '구매', '문화', '관광지', '역사', '시장']",6,4.333333333,박물관,전시관,구매,문화,문화
634,성곡미술관,"['미술관', '미술', '음식, 식사', '산책', '여유', '전시관', '휴식']",7,4.1428571430000005,미술관,미술,"음식, 식사",산책,산책
635,서울대학교병원 의학박물관,"['박물관', '아이', '역사']",5,4.0,박물관,아이,역사,Nan,Nan
636,가회민화박물관,"['박물관', '문화', '전시관', '체험', '예술', '아이', '활동']",5,4.4,박물관,문화,전시관,체험,체험
637,불교중앙박물관,"['문화', '체험', '아이', '전시관']",2,5.0,문화,체험,아이,전시관,전시관
638,서울시립미술관 남서울분관,"['미술관', '미술', '전시관', '비싸다', '힐링', '휴식', '풍경']",5,5.0,미술관,미술,전시관,비싸다,비싸다
639,소마미술관,"['예술', '전시관', '공원', '박물관', '미술관', '미술', '이벤트']",5,4.2,예술,전시관,공원,박물관,박물관
640,DMC홍보관,"['경기', '예술', '영화', '공원', '박물관', '역사']",3,3.666666667,경기,예술,영화,공원,공원
641,서울 올림픽 기념관,"['박물관', '전시관', '공원', '게임', '음식, 식사', '산책', '재미']",7,3.714285714,박물관,전시관,공원,게임,게임
642,피규어뮤지엄,"['박물관', '가족', '전시관', '아이', '영화', '나들이', '싸다, 저렴하다']",6,4.333333333,박물관,가족,전시관,아이,아이
643,농업 박물관,"['박물관', '아이', '체험', '전시관', '활동', '궁전', '유익하다']",5,4.6,박물관,아이,체험,전시관,전시관
644,서울대학교 미술관,"['전시관', '미술', '미술관', '산책', '예술', '재미', '박물관']",12,3.75,전시관,미술,미술관,산책,산책
645,경인 미술관,"['미술', '미술관', '전시관', '휴식', '예술', '풍경', '박물관']",5,4.4,미술,미술관,전시관,휴식,휴식
646,트릭 월드,"['아이', '박물관', '재미', '쇼핑', '싸다, 저렴하다', '친구', '미술']",3,4.0,아이,박물관,재미,쇼핑,쇼핑
647,석조전 대한제국역사관,"['궁전', '역사']",3,5.0,궁전,역사,Nan,Nan,Nan
648,육군박물관,"['박물관', '전시관']",2,3.0,박물관,전시관,Nan,Nan,Nan
649,기생충박물관,"['영화', '박물관', '아이', '전시관', '역사']",3,5.0,영화,박물관,아이,전시관,전시관
650,KT스퀘어,"['체험', '아이', '이벤트', '공연', '역사']",3,5.0,체험,아이,이벤트,공연,공연
651,금호미술관,"['미술관', '미술', '박물관', '궁전', '전시관', '예술', '체험']",5,4.8,미술관,미술,박물관,궁전,궁전
652,일민미술관,"['미술관', '미술', '전시관', '음식, 식사', '먹다', '박물관', '역사']",5,4.2,미술관,미술,전시관,"음식, 식사","음식, 식사"
653,손기정 기념관,[],2,4.5,Nan,Nan,Nan,Nan,Nan
654,숙명여자대학교박물관,"['박물관', '문화', '미술', '전시관', '미술관', '예술']",4,4.75,박물관,문화,미술,전시관,전시관
655,세계장신구박물관,"['박물관', '역사', '상품', '전시관']",1,5.0,박물관,역사,상품,전시관,전시관
656,Mokin Museum,"['박물관', '전시관']",1,5.0,박물관,전시관,Nan,Nan,Nan
657,백범김구기념관,"['공원', '관광지', '영화', '전시관', '역사']",5,4.4,공원,관광지,영화,전시관,전시관
658,이리자 한복전시관,"['박물관', '전시관', '유적지', '문화', '미술관', '궁전', '역사']",2,4.5,박물관,전시관,유적지,문화,문화
659,쎈토이뮤지엄&쇼룸,"['전시관', '박물관']",3,5.0,전시관,박물관,Nan,Nan,Nan
660,호림 박물관 신사 분관,"['박물관', '미술', '미술관', '전시관', '음식, 식사', '휴식']",3,4.666666667,박물관,미술,미술관,전시관,전시관
661,갤러리 학고재,"['전시관', '시장']",3,5.0,전시관,시장,Nan,Nan,Nan
662,지구촌 민속 박물관,"['문화', '아이', '게임', '풍경', '전시관', '역사']",3,4.666666667,문화,아이,게임,풍경,풍경
663,환기 미술관,"['미술', '예술', '박물관', '미술관', '힐링', '전시관']",6,3.833333333,미술,예술,박물관,미술관,미술관
664,뮤지엄 김치간,"['아이', '박물관', '호텔', '문화', '역사']",3,4.666666667,아이,박물관,호텔,문화,문화
665,꼭두 박물관,"['아이', '박물관']",1,5.0,아이,박물관,Nan,Nan,Nan
666,한상수자수박물관,"['체험', '박물관']",1,5.0,체험,박물관,Nan,Nan,Nan
667,독도체험관,"['체험', '아이', '가족', '문화', '역사']",1,5.0,체험,아이,가족,문화,문화
668,한국 자수 박물관,"['박물관', '문화', '전시관', '체험', '구매', '쇼핑', '휴식']",9,3.777777778,박물관,문화,전시관,체험,체험
670,수도국산 달동네박물관,"['아이', '가족', '싸다, 저렴하다', '역사', '산책']",2,5.0,아이,가족,"싸다, 저렴하다",역사,역사
672,동림매듭박물관,"['박물관', '체험', '싸다, 저렴하다', '상품', '산책', '전시관', '가격']",3,3.333333333,박물관,체험,"싸다, 저렴하다",상품,상품
673,서울 세관 박물관,"['박물관', '전시관', '역사', '유익하다']",3,4.333333333,박물관,전시관,역사,유익하다,유익하다
674,호림아트센터 신사분관,"['박물관', '전시관', '궁전', '미술관', '쇼핑', '공원', '미술']",2,4.5,박물관,전시관,궁전,미술관,미술관
675,서소문 성지역사박물관,"['역사', '박물관', '미술', '전시관', '미술관']",3,4.0,역사,박물관,미술,전시관,전시관
677,북촌 동양 문화 박물관,"['체험', '음식, 식사', '휴식', '문화']",2,4.5,체험,"음식, 식사",휴식,문화,문화
678,간송 미술관,"['전시관', '미술관', '미술', '음식, 식사', '산책']",3,4.666666667,전시관,미술관,미술,"음식, 식사","음식, 식사"
679,플라토,"['미술관', '미술', '전시관', '요리', '먹다', '가격']",3,4.0,미술관,미술,전시관,요리,요리
680,우정 박물관,"['체험', '아이', '활동']",1,5.0,체험,아이,활동,Nan,Nan
681,Jong Ie Nara Paper Art Museum,"['예술', '호텔', '박물관', '체험', '공원', '전시관']",2,5.0,예술,호텔,박물관,체험,체험
682,The Korean National Police Heritage Museum,"['박물관', '역사', '재미']",1,4.0,박물관,역사,재미,Nan,Nan
683,옹기 민속 박물관,"['박물관', '전시관']",1,5.0,박물관,전시관,Nan,Nan,Nan
684,쇳대박물관,"['박물관', '관광지', '아이', '예술', '공원', '산책']",3,3.333333333,박물관,관광지,아이,예술,예술
685,한원미술관,"['예술', '박물관', '전시관', '호텔']",2,5.0,예술,박물관,전시관,호텔,호텔
686,김종영미술관,"['전시관', '여유', '미술관', '미술']",1,5.0,전시관,여유,미술관,미술,미술
687,명인박물관,"['박물관', '전시관']",1,5.0,박물관,전시관,Nan,Nan,Nan
688,토탈 미술관,"['전시관', '음식, 식사', '미술', '미술관', '먹다']",2,4.5,전시관,"음식, 식사",미술,미술관,미술관
689,시몬느 핸드백 박물관,"['박물관', '역사', '돈', '쇼핑', '전시관']",3,4.0,박물관,역사,돈,쇼핑,쇼핑
690,갤러리현대,"['전시관', '음식, 식사', '쇼핑']",3,5.0,전시관,"음식, 식사",쇼핑,Nan,Nan
691,아트선재센터,"['미술', '예술', '미술관', '영화', '박물관', '전시관']",2,5.0,미술,예술,미술관,영화,영화
692,생명과학체험박물관,"['아이', '박물관', '체험', '가격']",2,5.0,아이,박물관,체험,가격,가격
693,산악박물관,"['체험', '강좌', '가족', '박물관', '시장', '아이']",2,5.0,체험,강좌,가족,박물관,박물관
694,겸재정선미술관,"['미술관', '미술', '재미', '전시관']",2,4.5,미술관,미술,재미,전시관,전시관
695,"떡,부엌살림박물관","['박물관', '체험', '전시관', '문화', '아이', '음식, 식사', '가격']",6,4.0,박물관,체험,전시관,문화,문화
696,BK성형박물관,[],4,3.5,Nan,Nan,Nan,Nan,Nan
697,박을복자수박물관,['박물관'],1,5.0,박물관,Nan,Nan,Nan,Nan
698,리아나 화장박물관,"['박물관', '문화', '전시관', '역사']",1,5.0,박물관,문화,전시관,역사,역사
700,한국미술박물관,"['미술관', '미술', '박물관']",1,5.0,미술관,미술,박물관,Nan,Nan
701,은평역사한옥박물관,"['역사', '가족', '전시관', '나들이', '아이', '궁전', '박물관']",2,4.0,역사,가족,전시관,나들이,나들이
702,청하고려 인삼박물관,"['가격', '구매']",1,3.0,가격,구매,Nan,Nan,Nan
703,서울특별시교육청과학전시관,"['체험', '전시관', '분수']",1,5.0,체험,전시관,분수,Nan,Nan
704,한의약 박물관,"['휴식', '박물관']",1,5.0,휴식,박물관,Nan,Nan,Nan
705,국립서울과학관,"['박물관', '전시관', '가족', '아이', '먹다', '가격', '싸다, 저렴하다']",3,4.0,박물관,전시관,가족,아이,아이
706,전태일 기념관,['활동'],1,5.0,활동,Nan,Nan,Nan,Nan
707,호림 박물관 신림 본관,"['박물관', '미술관', '미술', '전시관']",2,4.5,박물관,미술관,미술,전시관,전시관
708,K현대미술관,"['전시관', '아이', '미술', '미술관', '시장', '가격']",2,3.0,전시관,아이,미술,미술관,미술관
709,서울중앙우체국,"['쇼핑', '상품']",1,5.0,쇼핑,상품,Nan,Nan,Nan
711,The Museum of Photography,"['예술', '공원', '박물관', '전시관', '자연']",2,4.0,예술,공원,박물관,전시관,전시관
713,경운박물관,"['전시관', '박물관', '미술관', '경기', '미술']",1,5.0,전시관,박물관,미술관,경기,경기
714,한국잡지박물관,"['재미', '박물관', '체험']",1,5.0,재미,박물관,체험,Nan,Nan
715,분재박물관,"['체험', '박물관']",1,5.0,체험,박물관,Nan,Nan,Nan
716,울트라건축박물관,['박물관'],1,5.0,박물관,Nan,Nan,Nan,Nan
717,도산 안창호 기념관,['휴식'],1,5.0,휴식,Nan,Nan,Nan,Nan
718,화정박물관,"['전시관', '미술', '음식, 식사', '박물관', '문화', '미술관', '휴식']",3,3.666666667,전시관,미술,"음식, 식사",박물관,박물관
719,북촌 생활사박물관,"['박물관', '전망대', '산책']",1,3.0,박물관,전망대,산책,Nan,Nan
723,한국 금융사 박물관,"['아이', '박물관', '체험']",1,3.0,아이,박물관,체험,Nan,Nan
724,식민지역사박물관,"['싸다, 저렴하다', '역사']",1,4.0,"싸다, 저렴하다",역사,Nan,Nan,Nan
726,디지털파빌리온,"['아이', '체험', '가족', '재미', '상품', '쇼핑', '전시관']",6,4.166666667,아이,체험,가족,재미,재미
728,서울 생활사박물관,"['전쟁', '박물관', '전시관', '아이', '풍경', '문화']",1,4.0,전쟁,박물관,전시관,아이,아이
729,한전아트센터,"['음식, 식사', '전시관', '휴식', '공연', '예술', '가격', '산책']",2,4.0,"음식, 식사",전시관,휴식,공연,공연
730,서울교육박물관,"['전쟁', '역사']",1,4.0,전쟁,역사,Nan,Nan,Nan
732,동대문운동장기념관,"['역사', '전시관']",1,4.0,역사,전시관,Nan,Nan,Nan
733,아르코미술관,"['공원', '전시관']",1,4.0,공원,전시관,Nan,Nan,Nan
734,House of Go Hui-dong,"['재미', '휴식', '역사']",1,4.0,재미,휴식,역사,Nan,Nan
735,경희대학교 자연사박물관,"['박물관', '아이', '자연']",1,4.0,박물관,아이,자연,Nan,Nan
736,Mongchon Museum of History,"['박물관', '역사', '공원', '아이', '전시관']",1,2.0,박물관,역사,공원,아이,아이
738,포스코센터,"['아이', '호텔']",3,4.0,아이,호텔,Nan,Nan,Nan
739,윤봉길 의사 기념관,"['체험', '아이']",1,3.0,체험,아이,Nan,Nan,Nan
740,난지미술창작스튜디오,"['미술', '미술관', '체험', '공원']",1,4.0,미술,미술관,체험,공원,공원
741,Andong Soju Traditional Food Museum,"['음식, 식사', '박물관', '전시관']",1,4.0,"음식, 식사",박물관,전시관,Nan,Nan
742,로봇 박물관,"['전시관', '돈', '아이', '박물관']",2,3.0,전시관,돈,아이,박물관,박물관
744,티움,"['박물관', '쇼핑', '휴식', '호텔', '전시관', '문화']",4,2.5,박물관,쇼핑,휴식,호텔,호텔
746,브이센터,"['싸다, 저렴하다', '비싸다', '전시관', '아이', '음식, 식사', '가격']",1,3.0,"싸다, 저렴하다",비싸다,전시관,아이,아이
748,티벳박물관,"['박물관', '요리']",1,3.0,박물관,요리,Nan,Nan,Nan
749,단국대학교석주선기념박물관,['박물관'],1,3.0,박물관,Nan,Nan,Nan,Nan
751,동대문역사관1398,"['박물관', '전시관']",1,2.0,박물관,전시관,Nan,Nan,Nan
752,초전섬유ㆍ퀼트박물관,"['미술관', '미술', '박물관', '전시관']",1,2.0,미술관,미술,박물관,전시관,전시관
753,서울함 공원,"['시장', '전시관', '공원', '전쟁', '역사']",2,2.5,시장,전시관,공원,전쟁,전쟁
754,Korean Film Archive,"['음식, 식사', '활동', '박물관', '전시관', '관광지']",1,1.0,"음식, 식사",활동,박물관,전시관,전시관
755,용산공원갤러리,"['전시관', '아이', '공원', '휴식', '유익하다', '역사', '재미']",2,5.0,전시관,아이,공원,휴식,휴식
823,서울이스케이프룸 홍대2호점,"['재미', '친구', '게임', '활동', '호텔', '휴식', '먹다']",211,4.995260664,재미,친구,게임,활동,활동
824,서울이스케이프룸 - 강남1호점,"['재미', '친구', '활동', '휴식', '게임', '음식, 식사', '체험']",415,4.8987951810000006,재미,친구,활동,휴식,휴식
825,리얼이스케이프 챌린지,"['재미', '친구', '먹다', '아이', '가격', '가족', '쇼핑']",215,4.869767442,재미,친구,먹다,아이,아이
826,서울이스케이프룸 - 강남2호점,"['재미', '친구', '게임', '음식, 식사', '궁전', '휴식', '커플']",481,4.873180873,재미,친구,게임,"음식, 식사","음식, 식사"
827,서울 에스케이프 룸 홍대점,"['재미', '친구', '게임', '싸다, 저렴하다', '비싸다', '가족', '음식, 식사']",79,4.82278481,재미,친구,게임,"싸다, 저렴하다","싸다, 저렴하다"
828,잠실 야구 경기장,"['경기', '게임', '음식, 식사', '먹다', '재미', '싸다, 저렴하다', '가격']",172,4.401162791,경기,게임,"음식, 식사",먹다,먹다
829,서울숲,"['공원', '아이', '산책', '먹다', '가족', '휴식', '음식, 식사']",198,4.5,공원,아이,산책,먹다,먹다
830,올림픽 공원,"['공원', '산책', '음식, 식사', '가족', '콘서트', '먹다', '아이']",335,4.405970149,공원,산책,"음식, 식사",가족,가족
831,삼삼오오 한복 북촌한옥마을점,"['궁전', '친구', '가격', '재미', '관광지', '싸다, 저렴하다', '가족']",31,4.838709677,궁전,친구,가격,재미,재미
832,캣 카페 고양이 놀이터,"['음식, 식사', '아이', '휴식', '쇼핑', '먹다', '가격', '가족']",30,4.366666667,"음식, 식사",아이,휴식,쇼핑,쇼핑
833,메가박스 코엑스몰점,"['영화', '쇼핑', '음식, 식사', '비싸다', '먹다', '싸다, 저렴하다', '가격']",57,4.228070175,영화,쇼핑,"음식, 식사",비싸다,비싸다
834,런닝맨 인사동점,"['재미', '게임', '활동', '아이', '구매', '친구', '가족']",15,4.533333333,재미,게임,활동,아이,아이
835,블루 스퀘어,"['공연', '음식, 식사', '먹다', '휴식', '싸다, 저렴하다', '재미', '아이']",39,4.256410256000001,공연,"음식, 식사",먹다,휴식,휴식
836,CGV 용산,"['영화', '음식, 식사', '아이', '쇼핑', '역사', '강좌', '재미']",38,4.473684211,영화,"음식, 식사",아이,쇼핑,쇼핑
837,삼삼오오 한복 경복궁점,"['궁전', '가격', '쇼핑', '싸다, 저렴하다', '친구', '가족', '아이']",20,4.75,궁전,가격,쇼핑,"싸다, 저렴하다","싸다, 저렴하다"
838,한복남,"['궁전', '쇼핑', '돈', '싸다, 저렴하다', '가격', '이벤트', '휴식']",14,4.214285714,궁전,쇼핑,돈,"싸다, 저렴하다","싸다, 저렴하다"
839,CGV 왕십리,"['영화', '아이', '음식, 식사', '쇼핑', '역사', '엔터테인먼트', '먹다']",32,4.40625,영화,아이,"음식, 식사",쇼핑,쇼핑
840,꽃같은한복,"['궁전', '가족', '아이', '친구']",4,5.0,궁전,가족,아이,친구,친구
841,CGV 영등포,"['영화', '쇼핑', '음식, 식사', '먹다', '아이', '친구', '재미']",39,4.307692308,영화,쇼핑,"음식, 식사",먹다,먹다
842,명동 실탄 사격장,"['호텔', '쇼핑', '싸다, 저렴하다', '체험', '비싸다', '관광지', '재미']",12,4.166666667,호텔,쇼핑,"싸다, 저렴하다",체험,체험
843,다이나믹 메이즈,"['재미', '아이', '박물관', '활동', '가족', '체험', '친구']",33,4.333333333,재미,아이,박물관,활동,활동
844,롯데시네마 롯데월드,"['영화', '음식, 식사', '비싸다', '먹다', '싸다, 저렴하다', '돈', '쇼핑']",28,4.321428571,영화,"음식, 식사",비싸다,먹다,먹다
845,COLOR POOL MUSEUM,"['재미', '친구']",2,5.0,재미,친구,Nan,Nan,Nan
846,남산서울타워 한복문화체험관,"['가족', '음식, 식사', '궁전', '풍경', '구매', '쇼핑', '박물관']",9,4.666666667,가족,"음식, 식사",궁전,풍경,풍경
847,코카,"['재미', '친구', '음식, 식사', '먹다', '가족', '관광지', '예술']",7,4.8571428569999995,재미,친구,"음식, 식사",먹다,먹다
848,원데이 한복,"['가격', '궁전', '관광지', '돈', '아이', '싸다, 저렴하다', '쇼핑']",19,3.842105263,가격,궁전,관광지,돈,돈
849,메가박스 강남,"['영화', '비싸다', '싸다, 저렴하다', '음식, 식사', '친구', '돈', '커플']",16,4.25,영화,비싸다,"싸다, 저렴하다","음식, 식사","음식, 식사"
850,키자니아 서울,"['아이', '체험', '활동', '돈', '재미', '싸다, 저렴하다', '비싸다']",19,3.947368421,아이,체험,활동,돈,돈
851,아이엔티스튜디오,"['친구', '재미', '싸다, 저렴하다', '가격', '자연']",6,5.0,친구,재미,"싸다, 저렴하다",가격,가격
852,명동 고양이다락방,"['음식, 식사', '친구', '힐링', '재미', '쇼핑', '싸다, 저렴하다', '먹다']",7,5.0,"음식, 식사",친구,힐링,재미,재미
853,리얼야구존 홍대점,"['재미', '친구', '가족', '요리', '커플', '활동', '가격']",6,4.666666667,재미,친구,가족,요리,요리
854,메가박스 목동,"['영화', '쇼핑', '여유', '음식, 식사', '먹다', '미술', '미술관']",16,4.3125,영화,쇼핑,여유,"음식, 식사","음식, 식사"
855,CGV 청담 씨네시티,"['영화', '싸다, 저렴하다', '비싸다', '가격', '음식, 식사', '먹다', '여유']",11,4.3636363639999995,영화,"싸다, 저렴하다",비싸다,가격,가격
856,파라다이스 카지노 워커힐,"['음식, 식사', '호텔', '게임', '돈', '친구', '관광지', '재미']",18,3.611111111,"음식, 식사",호텔,게임,돈,돈
857,CGV 목동,"['쇼핑', '영화', '음식, 식사', '먹다', '아이', '휴식']",22,3.727272727,쇼핑,영화,"음식, 식사",먹다,먹다
858,CGV 명동역,"['영화', '음식, 식사', '쇼핑', '친구', '먹다', '예술']",10,4.1,영화,"음식, 식사",쇼핑,친구,친구
859,씨네큐브 광화문,"['영화', '음식, 식사', '예술', '비싸다', '궁전']",10,4.4,영화,"음식, 식사",예술,비싸다,비싸다
860,퍼피 스푼,"['음식, 식사', '재미', '돈', '싸다, 저렴하다', '먹다', '휴식', '호텔']",21,3.523809524,"음식, 식사",재미,돈,"싸다, 저렴하다","싸다, 저렴하다"
861,스매싱볼,"['친구', '재미', '싸다, 저렴하다', '음식, 식사', '가격', '비싸다', '휴식']",17,4.2352941180000006,친구,재미,"싸다, 저렴하다","음식, 식사","음식, 식사"
862,롯데시네마 김포공항,"['영화', '쇼핑', '음식, 식사', '게임', '여유']",10,4.3,영화,쇼핑,"음식, 식사",게임,게임
863,대한극장,"['영화', '음식, 식사', '역사', '비싸다', '휴식', '재미', '커플']",14,3.928571429,영화,"음식, 식사",역사,비싸다,비싸다
864,Agarbatti DIY skin care shop,['친구'],2,5.0,친구,Nan,Nan,Nan,Nan
865,롯데시네마 건대입구,"['영화', '먹다', '쇼핑', '예술', '비싸다', '음식, 식사', '친구']",9,4.1111111110000005,영화,먹다,쇼핑,예술,예술
866,카페개네 명동,"['음식, 식사', '휴식', '쇼핑', '시장', '체험', '가격', '공연']",23,3.826086957,"음식, 식사",휴식,쇼핑,시장,시장
868,CGV 명동,"['영화', '쇼핑', '재미', '싸다, 저렴하다', '비싸다', '음식, 식사', '친구']",10,4.1,영화,쇼핑,재미,"싸다, 저렴하다","싸다, 저렴하다"
869,롯데시네마 월드타워,"['영화', '아이', '쇼핑', '먹다', '비싸다', '음식, 식사', '전망대']",10,4.0,영화,아이,쇼핑,먹다,먹다
870,CGV 여의도,"['영화', '음식, 식사', '쇼핑', '재미', '휴식', '가격', '먹다']",10,3.8,영화,"음식, 식사",쇼핑,재미,재미
871,Megabox Coex,"['영화', '음식, 식사', '아이', '쇼핑', '비싸다', '먹다']",5,4.6,영화,"음식, 식사",아이,쇼핑,쇼핑
872,CGV 압구정점,"['영화', '예술', '음식, 식사', '휴식', '먹다']",9,4.0,영화,예술,"음식, 식사",휴식,휴식
873,브이알존 - 용산 아이파크몰점,"['재미', '체험', '가격', '게임', '친구', '구매', '영화']",5,4.2,재미,체험,가격,게임,게임
874,잔쿠라 아트스페이스,"['강좌', '예술', '재미', '역사', '싸다, 저렴하다', '비싸다', '미술관']",7,5.0,강좌,예술,재미,역사,역사
875,서울 극장,"['영화', '예술', '재미', '시장', '비싸다', '먹다', '이벤트']",7,4.0,영화,예술,재미,시장,시장
876,메가박스 아트나인,"['영화', '예술', '음식, 식사', '비싸다', '이벤트', '가격', '문화']",6,4.5,영화,예술,"음식, 식사",비싸다,비싸다
877,비트포비아 신논현,"['재미', '가족', '친구', '휴식']",5,5.0,재미,가족,친구,휴식,휴식
878,롯데시네마 가산디지털,"['영화', '쇼핑', '음식, 식사', '싸다, 저렴하다', '먹다', '여유']",6,4.166666667,영화,쇼핑,"음식, 식사","싸다, 저렴하다","싸다, 저렴하다"
879,세븐럭카지노 강남코엑스점,"['게임', '음식, 식사', '먹다', '호텔', '돈', '관광지', '가족']",20,2.7,게임,"음식, 식사",먹다,호텔,호텔
880,롯데시네마 누리꿈관,"['영화', '아이', '나들이', '산책', '경기', '먹다', '음식, 식사']",6,4.333333333,영화,아이,나들이,산책,산책
881,노리한복,"['체험', '나들이', '친구', '쇼핑', '싸다, 저렴하다']",2,5.0,체험,나들이,친구,쇼핑,쇼핑
882,CGV 구로,"['영화', '쇼핑', '음식, 식사', '휴식', '여유', '돈', '활동']",11,3.727272727,영화,쇼핑,"음식, 식사",휴식,휴식
883,타요 키즈카페 은평뉴타운점,"['아이', '음식, 식사', '호텔']",6,4.166666667,아이,"음식, 식사",호텔,Nan,Nan
884,VR스테이션 - 강남점,"['재미', '싸다, 저렴하다', '비싸다', '음식, 식사', '친구', '가격', '게임']",3,4.666666667,재미,"싸다, 저렴하다",비싸다,"음식, 식사","음식, 식사"
885,Colorant Makeup Studio,"['자연', '재미', '친구']",5,5.0,자연,재미,친구,Nan,Nan
888,유니온볼링장,"['재미', '게임', '휴식', '싸다, 저렴하다', '비싸다', '먹다', '친구']",4,4.0,재미,게임,휴식,"싸다, 저렴하다","싸다, 저렴하다"
889,남산타운문화체육센터,"['싸다, 저렴하다', '강좌']",3,4.666666667,"싸다, 저렴하다",강좌,Nan,Nan,Nan
891,CGV Shinchon Artreon,"['영화', '재미', '먹다', '예술']",3,4.666666667,영화,재미,먹다,예술,예술
892,롯데시네마 영등포,"['쇼핑', '영화', '비싸다', '역사', '여유']",3,3.666666667,쇼핑,영화,비싸다,역사,역사
893,롯데시네마 홍대입구점,"['쇼핑', '음식, 식사', '영화', '먹다', '구매', '여유', '강좌']",4,4.25,쇼핑,"음식, 식사",영화,먹다,먹다
894,브이알존 엑스 - 코엑스 직영점,"['게임', '아이', '재미', '가격', '커플', '체험', '싸다, 저렴하다']",2,5.0,게임,아이,재미,가격,가격
